60, 89, 103
65, 91, 105
64, 90, 104
59, 86, 100
68, 91, 106
69, 96, 110
64, 91, 105
69, 96, 110
78, 101, 116
66, 95, 109
64, 93, 107
63, 90, 104
63, 97, 110
61, 95, 108
64, 91, 105
68, 89, 104
64, 90, 104
61, 90, 104
64, 93, 107
66, 93, 107
66, 95, 109
62, 94, 107
60, 92, 105
66, 92, 106
68, 91, 106
77, 95, 112
71, 97, 111
65, 97, 110
65, 97, 110
67, 96, 110
74, 94, 111
67, 94, 108
61, 93, 106
65, 94, 108
70, 97, 111
69, 96, 110
